ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,185.7448,32071.8518,9.2845,297.4773,382.0297,10.4603,53.1797,5.0062,1
6.9764,189.824,31960.5561,9.1745,,399.7879,16.9552,76.402,3.8067,0
9.1276,236.8121,12778.7436,9.5064,252.2454,407.1184,12.6361,91.4107,3.7809,0
5.2429,149.2194,23806.9364,6.8566,300.7256,355.7408,11.9523,35.2889,3.7366,0
4.8785,195.852,32937.4777,4.8961,231.9973,450.4237,8.9754,69.9646,4.0373,0
6.1186,204.0468,33191.4853,6.5399,325.1219,329.1679,12.0898,45.8418,2.4316,0
5.321,240.3488,13583.3803,10.3091,299.6975,372.2948,14.1194,73.8643,4.4304,0
9.059,186.3689,20047.6092,7.9892,310.3026,507.079,9.0724,51.1534,3.7189,0
7.5352,203.1599,21076.0668,8.9301,290.3258,371.095,14.2572,72.8864,5.0768,1
,185.1322,12050.1454,8.3227,414.16,458.9711,19.106,66.3436,3.0475,0
6.1767,230.0905,36823.8595,8.0435,365.708,504.322,15.628,51.1082,3.8252,0
11.2858,225.2353,6288.1164,6.6653,363.14,476.5081,13.7044,91.9572,4.5135,0
6.1832,181.6826,25242.2682,5.4499,304.4325,497.7871,10.7742,80.0318,3.6408,1
5.9598,212.3796,30626.2375,8.5015,364.9022,445.7991,17.9779,54.9011,3.7703,0
7.5273,145.9114,25661.5793,5.773,,504.9552,13.8847,47.2078,3.31,1
8.0182,196.7244,28209.505,9.6645,318.332,422.2577,20.0876,57.1359,3.0261,0
7.4059,165.5126,2138.8123,8.0041,268.8637,325.8283,8.4542,50.3414,3.5696,1
5.7443,180.934,22205.8666,8.1785,336.0403,413.2351,13.1377,58.2949,3.8417,0
5.376,227.6955,24374.0768,7.1925,225.0963,399.8173,14.8676,88.5606,4.2328,0
7.9563,265.1703,24257.0788,4.5677,300.2133,295.4614,14.4738,42.8878,5.0485,1
7.0003,201.5354,10275.4264,5.8184,,456.5827,15.64,74.7155,3.5076,1
4.6671,190.2152,19713.2458,8.604,347.7274,487.3744,16.3802,83.8614,3.8918,0
8.8014,183.8851,14621.121,5.2442,,314.4009,6.7307,57.454,3.2925,0
,219.4816,33973.8032,5.3208,367.5376,341.2615,19.5394,79.2554,5.7577,0
6.7258,189.033,16086.4916,9.4284,274.4321,393.1913,16.428,83.8544,3.7399,0
6.6974,227.1014,20660.4207,3.9678,,377.9868,19.6099,108.3419,2.9875,0
7.4202,245.4238,20266.1539,7.0276,413.787,521.8633,15.6891,58.1666,4.6279,1
,215.5482,20007.4826,7.7067,309.757,381.6538,14.7751,72.382,4.8474,1
5.098,182.3406,36644.7978,10.1552,293.9895,448.1685,5.2964,58.6469,3.3115,0
7.5541,220.0559,34555.728,8.7819,306.2147,328.6678,15.4351,47.3776,4.5523,0
4.9645,172.393,25173.0847,7.8363,306.8417,394.2481,9.9391,80.676,5.241,0
,137.3658,18948.105,4.483,367.6074,463.3459,18.728,90.6305,3.4747,1
4.9614,232.5682,18014.2727,6.7461,,358.6331,11.4163,50.1934,3.6039,0
,258.0775,5636.9597,4.5423,,221.4019,15.6957,55.9614,3.9318,1
6.8806,238.5759,22539.1223,7.5699,,455.9765,16.372,35.3733,5.1793,1
,183.3181,24630.0263,5.0363,291.9805,459.21,14.0593,68.1735,3.8596,0
5.5154,84.0247,20386.7486,8.6799,332.8435,486.1385,11.8262,81.3021,3.9774,0
5.0,170.9956,13804.8023,8.1298,332.4816,515.4208,23.8044,56.8433,3.4532,0
6.1301,215.4092,32272.8905,6.3282,337.1412,350.8146,9.6702,70.9671,4.0052,1
5.4281,181.986,28658.0753,7.7984,343.5079,336.5928,12.2753,59.1821,2.9443,0
6.213,240.6056,23340.4271,7.491,318.2181,258.2865,10.7665,51.3347,4.1195,1
7.6986,168.1755,35721.0972,7.3271,348.4713,459.7641,18.2871,58.2333,3.5685,0
8.2148,211.0997,24181.973,7.1757,259.3972,412.8097,16.8286,88.3823,3.9222,1
9.5196,202.1617,37888.8854,8.2844,309.6651,392.6731,13.4128,90.7781,3.283,0
5.9971,203.2508,20395.835,7.2699,384.1835,558.9936,11.7908,65.3115,4.5189,1
10.9587,148.5368,23339.5253,6.5899,344.2155,414.6275,13.1793,56.763,4.5266,0
9.9938,191.3086,16800.5562,7.7348,318.9145,417.6,16.9067,37.4912,3.1971,0
6.7808,203.3076,29946.5074,6.0942,,383.2981,19.3427,,3.3795,1
3.7116,181.4516,17800.9968,9.0345,305.225,465.4194,12.7925,83.4455,4.1637,0
6.9578,151.4991,25562.8401,8.4204,324.8298,375.812,14.0575,,4.3649,0
7.1866,178.5007,23174.8145,4.0252,254.8276,487.2859,21.8295,71.4052,4.3162,1
3.7001,163.0177,15518.6987,6.7195,315.4462,547.0695,19.8488,71.414,4.7085,0
7.1885,205.8519,41306.3556,6.9681,,381.6793,15.3631,72.6858,4.2209,1
6.7858,226.2851,31602.4107,7.0543,,517.2765,13.3611,98.0575,4.5701,1
5.925,205.1653,20001.4461,7.91,,265.1965,15.8467,62.1759,3.0567,0
8.0011,206.5226,29473.0372,9.1884,,419.5424,12.9061,85.3089,3.4932,1
8.5579,188.423,25120.3274,9.4247,316.577,420.019,15.4299,89.7731,4.5656,0
6.3653,200.6491,18298.1561,4.1908,406.2319,419.4726,15.9545,83.9999,3.4856,1
7.4173,130.1157,38086.654,8.508,414.3356,493.0912,16.3744,70.0568,3.9749,0
6.1175,196.6898,29385.4629,4.2822,206.9486,621.7257,15.2971,77.5599,4.2972,0
5.9237,223.4681,27459.2531,8.7588,301.7196,556.0524,17.947,68.4342,4.4498,0
,176.8307,26684.1943,7.8382,379.5623,493.0408,17.1077,92.9991,4.4337,1
7.8494,217.0236,28023.1253,5.9295,344.7604,423.2006,14.3834,96.725,4.0306,1
6.252,144.5733,28838.5651,6.414,389.8828,368.475,11.6948,53.7637,3.1832,1
3.8259,195.6617,24379.147,6.4142,382.2233,430.4775,13.1702,75.8218,4.2678,0
7.9411,187.9106,23948.4323,9.0226,325.7653,394.9716,20.3902,66.2971,3.3927,0
4.7331,209.4271,23330.9888,6.2842,377.796,359.7485,16.1516,57.485,3.5993,0
7.2593,198.8635,9116.0395,6.5208,328.3174,446.4234,19.454,,2.9118,1
9.6952,267.3795,20704.3756,7.7771,279.5916,528.8762,11.5946,113.0135,4.4695,0
7.0553,89.1402,32943.4875,9.6765,337.1259,331.7638,18.1273,77.6792,4.4285,0
5.3311,146.1898,35684.9631,6.2611,384.8631,536.1877,22.8302,60.5121,3.6243,0
4.9321,171.7487,24049.3796,7.5751,366.2732,457.4325,11.482,80.9933,4.2511,0
8.8006,197.1125,15354.6038,6.0361,,624.3925,19.2275,63.2807,4.3548,0
7.0551,172.643,31113.9643,8.7158,,376.3123,12.871,,4.5685,0
7.8734,171.6603,15280.3255,5.3747,387.4105,512.9962,14.5139,66.9815,3.4187,1
8.4417,141.9527,13328.4169,7.7425,388.175,326.0911,12.711,41.9997,4.0909,0
,149.0828,10090.0085,7.7715,253.7611,359.8814,13.9291,79.5962,4.4994,1
6.6264,165.1506,4460.3028,6.5641,297.407,431.5793,14.6976,78.2348,3.3819,1
,243.9998,38651.1291,8.9111,306.2584,439.4198,10.3022,37.885,3.4335,0
2.5487,167.0877,22598.6715,10.0225,302.995,483.2546,16.424,78.634,4.1729,0
4.8485,284.9416,320.0,7.1686,244.9315,328.2147,13.2173,74.8986,3.2628,0
6.9777,229.0774,15069.0588,7.6633,,402.1792,12.3132,72.013,3.9288,1
6.8224,184.3812,7310.8814,7.4522,378.7455,398.1382,20.7498,65.2708,4.2324,1
7.6732,220.8837,29609.4317,8.9619,289.6353,417.6436,16.5495,98.4006,4.2941,0
6.8938,227.6989,16407.6324,8.4003,,487.4745,11.8492,74.2198,3.7651,1
7.3143,154.3223,15480.5786,7.2812,290.1855,552.4536,14.6155,33.6885,4.7194,1
8.2381,140.3212,27573.9925,7.0525,347.8218,303.465,12.803,68.1562,3.1881,1
,242.44,36037.6443,5.9975,,452.2929,8.6398,73.666,4.051,0
6.6579,162.2675,15261.4713,6.7446,281.4376,409.0527,17.1032,69.4575,2.9688,1
,222.6192,21463.9955,7.1771,341.6498,438.8797,9.4528,81.2732,3.8218,0
8.5102,216.4761,13398.678,9.7254,,477.9519,13.7036,63.5337,4.214,0
7.1365,138.7575,29950.6643,8.4841,328.0314,466.6358,7.2961,58.5985,6.0312,0
7.8,215.3892,24016.0583,3.8771,,283.2394,15.9855,44.0691,5.6102,0
9.3475,212.6433,22952.8256,6.3525,364.0608,505.0777,13.1552,74.0195,3.891,0
8.6669,236.423,14763.4293,9.0285,267.6046,440.2685,15.4431,85.5364,4.3696,0
,192.9152,34771.8145,8.8887,386.1917,363.5318,14.3436,66.0792,4.4163,1
,209.106,19258.7019,4.434,,482.5126,15.1215,55.7196,4.1004,1
4.9754,206.5585,32081.2067,6.9806,253.3915,426.8768,14.2136,58.6176,2.9695,0
7.7178,186.2816,32513.0677,9.565,366.1141,241.8428,11.8465,68.399,4.1317,0
7.2842,248.2167,11851.5908,6.0561,379.0213,448.8743,7.7445,43.0543,3.0519,1
4.7011,226.0424,20121.0434,6.5179,294.9442,549.6528,20.5773,66.4336,4.6595,0
9.0459,244.8995,24048.0851,7.2889,333.759,426.2832,12.6911,31.8828,3.6138,0
6.045,205.821,12440.1809,5.5687,302.8709,355.228,19.3684,52.9887,3.6577,0
8.0843,232.5833,20984.1116,8.7757,357.8164,501.7097,17.1793,82.3582,4.5222,0
6.4627,162.5402,24621.5686,7.4303,311.5681,375.1989,13.4856,,3.4478,1
8.5405,173.4976,7486.3565,7.4457,342.3197,499.8145,12.2875,65.2626,3.8418,0
9.009,227.1556,19214.5171,6.1099,,524.4899,16.0371,,4.9218,0
5.8598,186.5084,24626.0897,8.7542,355.1581,431.0913,16.2443,73.1633,4.2467,0
4.8303,180.9361,17802.8238,6.6099,334.1299,312.0913,14.8501,41.1968,3.5758,0
6.8868,199.2724,16713.5393,5.9146,438.2832,497.6162,14.8176,57.0319,3.7119,1
8.3279,141.7291,9609.2129,6.8788,387.5019,459.9209,16.0087,95.4245,2.4331,0
6.5342,199.5561,21956.2392,5.1039,308.8606,387.3102,12.8423,63.5099,5.2373,1
6.1781,210.2035,23596.266,6.2538,279.7415,501.6921,9.9996,71.3546,4.4921,1
7.7978,183.411,20903.3228,10.672,,433.3511,16.3305,57.1555,2.9832,0
3.0206,156.8785,33680.2783,5.918,,253.6729,11.4655,60.2899,5.7803,0
6.1029,251.9265,21891.458,5.7507,363.2103,465.5928,15.8805,67.5192,4.2996,0
5.0458,208.0771,18174.3283,7.1504,375.7529,379.562,13.4018,60.338,2.0835,0
7.5134,160.1106,36977.3257,7.6246,394.2638,369.7022,10.6045,60.7245,4.5357,1
5.9977,174.5217,27939.6733,7.7713,,546.9229,10.1999,101.8543,3.7853,0
,140.5353,31456.5239,7.5068,382.48,384.6806,11.0768,53.62,4.1225,0
6.5599,136.4315,33146.6113,4.5641,,414.4932,13.1988,122.5203,3.2321,0
,130.7704,17414.3777,6.4078,330.5507,354.463,13.7854,90.8007,2.9874,0
7.0607,166.3881,13486.2928,3.7231,340.4973,376.3172,16.7424,21.6084,4.5798,1
6.0769,207.9195,36332.3424,8.2109,399.2159,433.6092,12.9499,61.7944,3.6735,0
6.5252,218.4174,5343.6997,7.7632,317.0378,442.5057,12.7243,99.455,3.9988,1
6.0258,190.1842,17335.8825,8.4007,,521.4986,10.846,69.2891,5.8305,0
8.421,227.7459,35854.5687,4.7506,,509.5873,15.4757,51.1883,3.478,0
6.92,212.7621,16180.2647,3.9976,,345.7666,10.7139,69.5345,3.9423,1
7.851,155.9978,28483.0982,7.2315,,405.9213,12.7154,76.789,3.8053,1
7.7853,166.12,14983.3409,5.5827,333.9159,419.755,15.9462,59.4732,3.6261,1
5.895,203.4134,42681.984,5.2904,315.5035,399.419,17.2088,39.9497,4.4997,0
7.9179,216.5129,21317.8365,5.8362,310.0519,392.6904,17.2248,77.9519,3.3426,1
7.5932,229.8716,29104.8109,4.7396,,520.3249,16.7372,59.7559,3.9002,1
7.5411,148.5768,10406.4811,4.2733,293.2938,454.5346,15.4331,88.6998,4.2916,0
6.4939,129.7774,28442.3603,7.6559,,474.2537,14.1623,80.6878,3.0736,1
6.4525,260.7882,28041.0672,7.5709,319.1888,460.2335,18.4739,69.3094,3.8843,0
,184.9114,18039.1817,8.2786,266.2246,399.8204,13.8062,43.0502,3.9927,0
10.2875,227.1937,28008.2208,7.5787,216.9042,315.6894,9.1619,71.0871,4.1739,0
5.8597,195.3974,20203.7044,7.2399,,391.3054,15.547,65.1719,3.8683,1
7.8656,148.5952,25522.1184,7.7793,350.1083,407.8819,12.9935,105.776,4.4116,1
,240.6361,17632.116,6.6254,323.3314,462.7268,16.5233,54.6099,3.7404,1
8.2337,209.894,18076.8299,7.2739,307.2532,370.8706,13.7368,62.5692,4.5156,0
,243.3139,11305.9903,6.8313,328.3482,392.0465,11.9093,52.8319,5.0268,1
8.6384,214.5554,25898.9649,3.5924,346.7131,382.7894,16.1775,63.6709,3.4092,0
2.9717,161.8994,20234.2377,7.6725,320.2075,369.8204,14.308,59.3106,4.4725,0
6.1964,193.3524,15947.1729,9.747,289.5558,538.6032,11.63,87.3808,3.162,1
5.6274,227.6466,36419.0781,9.4564,386.0149,520.2837,9.3025,95.0277,4.9809,0
6.9213,171.864,22249.8816,6.7507,329.0595,541.6998,11.1025,62.9586,2.9306,1
6.0159,200.9571,20834.3809,7.6408,349.8219,535.0459,17.6055,67.1722,5.1905,1
,233.217,15750.2748,7.4291,305.3613,333.7083,19.7407,73.9508,4.8828,0
8.0823,153.9511,30202.4648,9.7832,337.8799,537.5467,16.9271,22.0152,2.8616,0
9.8758,182.5502,23431.0209,9.6792,373.8212,399.8948,10.7454,77.0533,4.3646,0
2.929,200.6835,14862.3238,5.927,293.7457,473.6345,12.6052,,4.108,0
6.6236,226.5984,19921.3338,5.9094,322.7262,388.7685,13.9665,49.3718,3.2677,1
7.5387,191.8266,27158.2186,6.3939,316.9789,401.1747,15.7977,71.5526,4.5157,1
7.087,171.3277,23007.6937,6.1886,283.7412,302.4993,11.3551,38.0064,2.864,1
6.5727,213.5702,32265.9898,9.4872,401.4795,227.1626,17.1281,60.6816,3.346,0
5.0904,174.8865,31050.2357,4.1467,282.1609,381.2016,17.2537,,3.8188,0
5.6943,208.915,41255.427,5.3813,351.6775,402.1155,12.0147,69.4244,3.7591,0
8.1457,206.9374,16400.4738,4.9216,,442.7573,12.1567,90.0392,3.9115,1
8.6614,188.6482,21723.8315,6.0684,324.159,420.8935,16.4532,53.2576,5.1247,0
7.2221,223.4856,19995.5986,8.07,310.6281,475.81,17.5783,70.079,4.3328,1
,234.1622,20014.2309,5.4341,,457.6904,16.3682,75.7283,4.4621,1
7.2207,152.0788,22726.3588,8.3445,327.7223,423.8869,10.6274,67.9332,3.6328,1
,212.4215,19063.3185,9.6683,234.7335,390.0315,8.8232,64.8601,3.7921,0
7.882,189.8115,29967.0582,7.3726,292.6968,406.387,14.9954,49.0074,3.7579,1
7.2539,185.358,11401.3646,8.9786,337.8544,545.8054,17.6603,17.3277,3.5012,0
6.166,198.137,22608.6806,6.7629,396.9558,371.9804,16.8231,52.5117,3.0481,0
7.3603,234.2198,27612.7225,7.665,330.0446,391.2792,10.9268,74.5106,4.8121,1
5.3463,190.5695,30883.535,6.6895,,474.4208,15.8287,48.3748,4.759,0
8.2854,184.8039,22033.5298,8.8358,366.3091,413.6087,16.1951,68.9196,3.8912,0
,154.0948,24882.0368,7.635,347.7231,444.3045,12.0962,100.7127,4.69,0
5.3476,190.0229,22671.4061,8.1415,282.3233,501.6888,9.8565,80.023,4.8286,0
7.6989,195.5443,26487.3021,8.5045,,404.0904,21.3222,66.6889,3.5997,0
5.6228,164.1335,20667.4367,8.7212,,317.1559,15.8538,74.029,4.5057,0
8.6554,185.6201,28428.8508,5.6414,,481.9978,17.1474,57.7114,2.5909,0
8.4091,211.4811,33934.1378,7.5426,282.0472,236.3971,21.8326,85.3642,2.8678,0
6.7416,241.5839,40347.8723,6.0086,279.2136,495.1194,16.3179,65.6938,3.8826,1
8.5426,186.4783,19302.5657,6.5157,,387.8575,11.9908,65.7367,4.1693,1
6.4463,261.6856,29562.4158,7.1129,367.3554,377.8616,13.2725,26.6914,4.4956,1
,228.9056,24617.3684,8.0451,302.6039,420.6081,18.9062,53.5742,3.6577,0
6.244,224.7468,25937.814,7.0889,357.6668,320.4666,14.8773,50.4871,4.6202,1
6.8729,215.7817,18386.5967,6.7682,272.2943,296.563,12.7171,61.3739,3.889,1
6.6046,199.67,23295.2109,9.1426,358.2471,261.6389,20.6013,37.3413,3.855,1
7.3069,175.7908,27167.4181,7.8388,334.3662,395.7939,15.3189,83.9808,4.0478,1
6.1759,194.3886,22520.7249,3.8481,328.8658,365.8483,16.0139,87.1913,4.1387,0
8.2041,198.6717,18794.7923,7.7391,237.9927,241.34,17.8098,70.8847,4.2306,0
8.5808,202.0745,32947.6274,6.4268,,464.2734,9.0598,86.7676,4.5334,0
6.3511,247.591,23406.3456,8.1472,328.2301,375.2797,13.2723,65.3324,4.0097,1
4.9821,262.8962,20317.9031,8.3142,,498.5377,15.3219,55.6726,4.2901,0
8.1441,214.8071,22483.3371,9.7227,282.5835,447.3372,13.8367,40.5125,3.667,1
8.7537,230.147,20439.551,6.5849,385.0799,449.2845,17.0154,75.9513,4.31,0
6.84,174.6256,15785.8044,8.4759,309.4232,480.2291,11.2352,65.9854,4.2847,1
5.1888,131.9952,26804.8726,6.8692,,387.1575,11.115,77.3098,4.542,0
7.4721,194.109,20275.8106,6.0894,321.0309,469.7397,14.4306,62.7865,3.6777,1
9.3213,205.627,11481.6859,4.7282,315.4651,459.9026,14.3195,49.3032,3.4721,0
,243.7099,31018.8106,7.56,354.7022,404.3981,9.7794,49.8386,4.0109,0
7.7826,277.2301,19236.3328,9.3775,348.1645,562.4682,15.2131,67.0383,4.0382,0
,206.4248,9703.8113,6.8045,380.8268,538.5839,18.7543,73.8516,3.6708,1
5.8222,240.6893,21501.1658,8.7785,,491.369,13.3524,69.7835,3.8441,0
7.8124,234.3959,16014.4425,7.2641,361.1086,428.93,11.2574,60.5327,4.7099,1
,204.9555,23726.5083,8.4023,288.6982,407.2023,20.7601,88.4242,3.2039,0
7.5165,225.1486,11832.1362,6.8899,332.2594,451.2963,21.2112,67.1216,4.2261,0
9.0105,210.6024,18477.2769,7.9873,,440.0509,13.77,56.1355,2.8537,0
7.3397,249.1108,7845.7448,5.5869,,520.9019,17.3077,55.119,4.3818,1
5.7918,163.3194,10092.4682,8.2717,321.3781,453.4178,12.3649,57.5499,3.9238,0
4.4644,121.8341,22776.9778,10.0405,,438.6407,14.3423,69.0497,3.8556,0
,202.5366,17042.5583,8.8185,,435.9892,10.3289,63.7659,3.6575,0
4.3734,228.6229,35107.0995,6.3146,,422.7677,14.1144,69.3824,4.1775,0
9.4315,232.832,15585.9525,4.2473,375.7189,540.0248,19.606,56.6589,3.5395,0
6.7133,179.6064,23366.725,7.449,324.7729,431.7164,15.2446,75.2867,3.9502,1
,216.2255,10888.4636,5.3952,331.5742,418.8853,17.2421,77.8287,3.1833,0
5.1716,176.8201,34817.2078,6.9536,,529.0433,9.3694,80.497,4.0839,0
5.5111,220.8185,22280.1633,8.6844,,382.9573,16.2051,76.4676,3.962,0
,173.8521,8669.2352,3.651,375.1425,315.7316,14.3553,52.6909,4.7438,0
5.1946,163.0546,23955.6055,6.737,351.7789,501.606,17.3231,66.1824,4.0559,0
9.5442,229.3888,17680.2273,6.8919,260.4354,513.7894,11.4499,52.2778,3.3872,0
5.9813,157.1828,40560.6847,8.2794,,498.9906,14.8251,78.4842,4.3188,0
,149.9513,31398.3864,7.7793,,373.911,8.3012,69.7414,4.5758,0
7.5324,224.4906,15170.3992,9.7684,349.4872,419.663,12.2005,65.5239,3.4085,1
9.2124,201.7618,28127.1998,7.8278,299.3118,300.9672,18.6842,62.5616,4.1718,0
9.0262,122.3085,26137.9688,8.2358,354.0305,420.7524,14.9728,46.5765,3.0327,0
6.3629,237.3505,18925.2542,4.0387,314.3309,445.6377,10.9458,68.3393,2.2006,0
7.4555,158.0188,19121.4732,7.142,312.6124,392.3544,18.3329,111.9306,4.1609,1
,183.5174,19761.4033,6.6562,339.927,481.3452,16.2495,70.8949,5.1713,1
7.8589,194.7433,13563.5411,7.073,,479.7108,14.0695,50.2563,4.0318,1
7.4559,264.7276,24491.5242,8.7607,,423.6677,15.5992,74.9739,4.2421,0
5.6926,197.6906,17689.5229,5.2563,329.8655,511.6646,13.5842,60.1844,2.5396,0
5.2275,228.2419,21185.7909,3.1688,,420.5042,16.6297,64.6862,4.5479,0
7.3382,193.9177,18897.0027,9.9824,293.0289,452.6283,20.613,62.4901,4.2596,0
5.3402,215.3248,15753.9536,6.8908,358.6433,540.2302,8.1475,58.9659,5.6867,0
9.0839,152.1857,38727.036,6.5485,286.8798,582.0515,15.5627,82.2306,3.4388,0
7.1387,198.569,24554.2155,9.3636,375.5041,307.1606,5.9124,45.6996,4.3054,1
5.5717,178.4017,27834.5777,8.4097,296.0021,399.7682,14.3136,58.6256,2.7578,0
6.6072,165.1544,45357.1412,7.466,333.4599,333.0358,11.5888,79.423,4.3861,1
,208.2939,21680.4986,7.6467,300.2314,435.7885,16.4651,85.8337,3.5689,1
,232.7014,15921.2941,8.3078,,434.4725,15.2152,71.1509,3.7421,1
8.4704,214.1736,7224.8194,5.7527,363.4005,446.5381,17.7057,92.1723,4.1888,0
4.9567,188.1423,9698.057,7.3545,305.3543,314.5623,15.155,99.2675,3.5899,0
4.3347,222.672,27475.7989,10.3804,282.4972,445.1398,17.9875,28.1515,4.0219,0
7.5769,162.0521,10030.5159,8.0698,321.0056,357.1823,9.5474,40.5752,4.2991,1
6.8194,208.9848,4294.3303,7.6715,297.4338,334.1896,9.7181,62.2018,5.3504,0
7.3199,215.6471,22356.3129,10.3079,339.2077,419.1351,8.0601,41.2191,2.4679,0
7.7335,195.658,21336.923,7.5797,,401.8578,12.6348,79.9975,3.4212,1
6.8139,190.1939,36621.2414,9.7546,307.9954,468.848,11.7866,68.0489,3.0557,0
8.2555,202.5232,9458.9961,7.7307,360.8229,369.0454,19.0424,,3.8115,0
5.7673,179.9165,30887.4729,6.8937,336.5193,511.6902,18.261,68.5847,3.6285,0
7.1746,191.2708,1891.502,7.8442,287.872,377.9719,15.9644,76.2797,2.344,1
5.8588,222.7045,33102.5335,7.6905,317.1065,343.6475,14.6465,86.0758,4.9966,0
5.419,135.3363,24466.8897,5.0805,,324.9747,17.2209,41.128,3.2856,0
7.9847,239.5361,13821.9104,10.428,,406.4079,10.9356,88.6814,5.0044,0
7.9165,213.5196,32682.5549,8.0396,290.8314,573.5611,16.6959,55.3617,5.2186,0
4.2253,205.5413,23486.2371,10.6286,336.1806,428.2356,12.4169,52.1845,5.3094,0
5.4307,165.3934,27197.4794,6.0856,,342.4181,19.8856,76.7638,4.8785,0
7.5092,184.915,22383.7634,6.6476,265.0952,330.7367,14.7295,67.9444,3.5953,1
8.6532,178.8462,31948.845,5.2846,372.0566,415.9916,14.5883,45.6446,3.609,0
6.101,220.7159,27747.8176,6.9667,355.4917,316.0631,12.4381,61.6529,4.5518,1
6.8098,219.0912,13806.8708,8.2235,358.0866,640.5125,16.6438,51.3233,4.9045,0
5.0024,236.2337,14455.9076,10.4711,367.422,408.4241,17.9265,75.2889,3.7417,0
10.7709,200.2553,14767.1212,6.527,320.2464,363.0254,19.0707,101.7631,4.1992,0
7.7784,131.8322,28863.3413,6.722,384.4702,460.9904,13.3665,49.8718,4.051,1
8.3951,166.4942,27375.3461,8.7568,366.2141,341.1165,15.7405,92.3022,3.0494,0
8.0473,185.9987,24519.843,8.0275,301.1919,361.4879,13.1174,63.1323,2.994,1
8.4519,208.8402,20103.534,6.2047,313.3524,373.6913,15.7968,47.9589,3.511,1
,148.6702,17052.5534,6.5134,,375.036,15.0678,99.019,4.3236,1
6.5873,191.2684,25076.2839,6.19,248.4789,428.2855,12.7116,68.77,2.6513,1
8.1737,199.9162,29267.5991,9.1054,,408.6061,12.7281,70.7596,3.1824,1
,178.1684,28786.0064,6.3311,354.303,392.0644,19.001,54.8558,5.5513,0
8.986,191.4762,36209.7732,6.7006,296.7065,523.6257,17.2639,86.4903,3.6679,0
5.9987,272.2567,37059.4863,9.0429,356.1318,243.3043,13.6614,58.9418,5.5185,0
6.2843,196.949,18943.8136,6.3137,,501.7727,13.8987,66.2358,4.0291,1
8.0519,262.3815,44067.9352,8.8379,270.67,334.7576,16.7941,74.6629,4.8322,0
8.9611,205.3622,35172.4256,5.0021,,517.5533,13.063,89.3294,4.2263,0
,174.2343,24749.3187,6.2133,351.5949,443.7294,16.7193,77.8069,4.6792,1
,215.5462,25350.0327,9.3648,353.7319,298.6935,15.5923,71.3942,4.45,0
,183.9671,26921.0511,8.1528,300.4004,326.9225,12.6685,65.3121,4.2915,1
6.3476,195.1807,17673.6588,5.7897,272.0473,400.9494,6.6654,53.0508,3.7428,0
9.8684,123.7945,16342.8716,5.3821,346.6008,310.6599,18.7922,83.2503,3.0368,0
8.4011,208.641,22569.2628,4.6509,377.4163,366.5422,17.8507,89.5963,4.5721,0
8.9387,178.0516,18996.8297,7.73,469.6261,545.6315,8.0343,76.888,3.7065,0
7.5233,234.1398,320.0,6.8027,,380.5232,15.0234,,3.6233,1
6.264,200.6842,27612.8367,7.6678,313.1402,444.4073,11.469,65.2372,3.4712,1
,184.5938,5668.7329,7.0683,371.0676,399.4217,15.7111,68.8259,5.4351,0
9.5113,162.6488,25068.4447,11.5327,355.7803,429.6067,21.0458,46.1224,3.8974,0
7.9355,197.6105,19115.1325,9.1421,375.7742,434.758,23.2922,88.402,5.7135,0
7.0443,184.5999,16670.3198,4.806,,509.7728,16.634,102.4383,3.9823,1
8.669,171.4312,28746.8729,7.5938,280.859,557.8903,17.2811,46.8581,4.5397,0
6.5345,257.9344,15051.6007,5.2655,,490.9104,12.9071,46.4534,4.1511,0
8.2039,192.0162,13751.3257,7.5363,,253.915,16.9013,73.339,4.4071,0
6.034,225.9536,24690.7001,6.7383,310.2377,361.9774,16.7221,81.447,4.4286,1
5.6536,244.7418,24026.8109,7.5566,265.4328,540.4373,17.7967,49.14,3.0787,0
,209.9027,16055.7952,6.6526,337.0965,471.4906,14.1449,70.4179,3.6936,1
7.5768,217.1768,15487.201,3.915,320.9753,462.2385,12.4405,68.385,3.4984,1
9.8793,213.1806,15745.738,8.1287,393.8129,493.9635,17.5395,56.9816,4.9506,0
6.6682,227.9832,24958.9206,4.3082,320.3716,375.7827,17.3617,62.5951,3.9801,1
,215.3889,25860.9564,5.7305,387.8644,353.6659,14.0371,,3.6955,1
5.4043,212.9567,29167.7245,6.0144,,365.7629,13.4209,60.6836,4.5557,0
4.3322,201.0938,21138.918,7.437,317.5028,429.5065,7.1681,85.1272,3.5552,0
4.4622,180.7745,14248.5146,5.2663,271.3435,456.4612,9.2963,78.4138,3.4472,0
7.7608,182.4167,28291.764,6.9165,,512.3016,14.0407,35.6196,3.5214,1
5.3503,175.716,44903.852,7.2878,,473.0631,15.3239,79.9236,4.3465,0
,202.8355,36051.8669,10.1932,,404.5777,9.7971,46.6423,4.2918,0
9.1707,239.2678,13226.7212,6.1381,328.0223,496.8938,13.1995,37.053,3.7047,0
6.6605,165.7134,28705.3333,7.5819,,366.801,12.3913,83.8321,2.171,1
9.5179,176.5936,21024.777,8.2099,360.4362,459.8165,12.5729,62.0153,4.2447,0
7.414,164.425,21187.301,6.9022,227.7793,414.5903,18.1317,67.2607,3.8232,1
